timestamp;akkuEntladung;netzbezug;akkuLadestand;akkuLadung;solarleistung;hausabgabe;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-04T00:52:34.695000+00:00;-0.0;174.0;268.0;0.0;0.0;0.0;174.0;0.0;0.0;0.0;0.0;0;174.0;0.0;174.0;536;536.0
2025-12-04T00:56:34.695000+00:00;-0.0;196.0;268.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-04T01:01:59.848000+00:00;-0.0;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T01:06:59.704000+00:00;-0.0;196.0;268.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-04T01:12:24.825000+00:00;-0.0;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-04T01:17:24.697000+00:00;-0.0;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-04T01:23:50.824000+00:00;-0.0;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-04T01:23:50.825000+00:00;-0.0;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-04T01:23:50.832000+00:00;-0.0;189.0;268.0;0.0;0.0;0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;536;536.0
2025-12-04T01:26:50.692000+00:00;-0.0;172.0;268.0;0.0;0.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-04T01:31:50.677000+00:00;-0.0;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-04T01:42:15.676000+00:00;-0.0;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-04T01:47:40.670000+00:00;-0.0;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-04T01:52:40.681000+00:00;-0.0;172.0;268.0;0.0;0.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-04T02:07:30.697000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T02:12:30.689000+00:00;-0.0;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T02:17:55.682000+00:00;-0.0;196.0;268.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-04T02:22:55.685000+00:00;-0.0;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T02:27:20.705000+00:00;-0.0;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-04T02:32:20.689000+00:00;-0.0;198.0;268.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T02:37:45.691000+00:00;-0.0;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-04T02:42:45.686000+00:00;-0.0;170.0;268.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;536;536.0
2025-12-04T02:53:10.693000+00:00;-0.0;171.0;268.0;0.0;0.0;0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;536;536.0
2025-12-04T02:58:35.708000+00:00;-0.0;172.0;268.0;0.0;0.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-04T03:02:35.695000+00:00;-0.0;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-04T03:08:00.847000+00:00;-0.0;194.0;268.0;0.0;0.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-04T03:13:00.723000+00:00;-0.0;192.0;268.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;536;536.0
2025-12-04T03:18:25.851000+00:00;-0.0;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T03:23:25.681000+00:00;-0.0;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-04T03:28:50.833000+00:00;-0.0;173.0;268.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-04T03:32:50.727000+00:00;-0.0;194.0;268.0;0.0;0.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-04T03:37:50.718000+00:00;-0.0;172.0;268.0;0.0;0.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-04T03:43:15.709000+00:00;-0.0;173.0;268.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-04T03:48:15.699000+00:00;-0.0;184.0;268.0;0.0;0.0;0.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;536;536.0
2025-12-04T03:52:40.690000+00:00;-0.0;179.0;268.0;0.0;0.0;0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;536;536.0
2025-12-04T03:57:40.691000+00:00;-0.0;200.0;268.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;536;536.0
2025-12-04T04:03:05.685000+00:00;-0.0;198.0;268.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T04:08:05.698000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T04:13:30.718000+00:00;-0.0;194.0;268.0;0.0;0.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-04T04:22:55.694000+00:00;-0.0;176.0;268.0;0.0;0.0;0.0;176.0;0.0;0.0;0.0;0.0;0;176.0;0.0;176.0;536;536.0
2025-12-04T04:33:20.689000+00:00;-0.0;172.0;268.0;0.0;0.0;0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;536;536.0
2025-12-04T04:43:45.683000+00:00;-0.0;175.0;268.0;0.0;0.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-04T04:48:45.687000+00:00;-0.0;173.0;268.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-04T04:53:10.687000+00:00;-0.0;175.0;268.0;0.0;0.0;0.0;175.0;0.0;0.0;0.0;0.0;0;175.0;0.0;175.0;536;536.0
2025-12-04T04:58:10.689000+00:00;-0.0;173.0;268.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-04T05:03:35.689000+00:00;-0.0;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-04T05:08:35.695000+00:00;-0.0;195.0;268.0;0.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;536;536.0
2025-12-04T05:14:00.700000+00:00;-0.0;194.0;268.0;0.0;0.0;0.0;194.0;0.0;0.0;0.0;0.0;0;194.0;0.0;194.0;536;536.0
2025-12-04T05:19:00.719000+00:00;-0.0;198.0;268.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T05:28:25.685000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T05:33:50.836000+00:00;-0.0;203.0;268.0;0.0;0.0;0.0;203.0;0.0;0.0;0.0;0.0;0;203.0;0.0;203.0;536;536.0
2025-12-04T05:38:50.690000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T05:44:15.830000+00:00;-0.0;215.0;268.0;0.0;0.0;0.0;215.0;0.0;0.0;0.0;0.0;0;215.0;0.0;215.0;536;536.0
2025-12-04T05:49:15.696000+00:00;-0.0;198.0;268.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;536;536.0
2025-12-04T05:54:40.831000+00:00;-0.0;218.0;268.0;0.0;0.0;0.0;218.0;0.0;0.0;0.0;0.0;0;218.0;0.0;218.0;536;536.0
2025-12-04T05:58:40.703000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T06:03:40.753000+00:00;-0.0;1559.0;268.0;0.0;0.0;0.0;1559.0;0.0;0.0;0.0;0.0;0;1559.0;0.0;1559.0;536;536.0
2025-12-04T06:06:05.693000+00:00;-0.0;1560.0;268.0;0.0;0.0;0.0;1560.0;0.0;0.0;0.0;0.0;0;1560.0;0.0;1560.0;536;536.0
2025-12-04T06:07:05.698000+00:00;-0.0;1553.0;268.0;0.0;0.0;0.0;1553.0;0.0;0.0;0.0;0.0;0;1553.0;0.0;1553.0;536;536.0
2025-12-04T06:08:05.825000+00:00;-0.0;1541.0;268.0;0.0;0.0;0.0;1541.0;0.0;0.0;0.0;0.0;0;1541.0;0.0;1541.0;536;536.0
2025-12-04T06:09:05.700000+00:00;-0.0;191.0;268.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;536;536.0
2025-12-04T06:10:05.769000+00:00;-0.0;211.0;268.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;0;211.0;0.0;211.0;536;536.0
2025-12-04T06:11:05.699000+00:00;-0.0;1562.0;268.0;0.0;0.0;0.0;1562.0;0.0;0.0;0.0;0.0;0;1562.0;0.0;1562.0;536;536.0
2025-12-04T06:12:05.694000+00:00;-0.0;193.0;268.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;536;536.0
2025-12-04T06:14:05.691000+00:00;-0.0;196.0;268.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;536;536.0
2025-12-04T06:19:30.719000+00:00;-0.0;268.0;268.0;0.0;0.0;0.0;268.0;0.0;0.0;0.0;0.0;0;268.0;0.0;268.0;536;536.0
2025-12-04T06:24:30.748000+00:00;-0.0;265.0;268.0;0.0;0.0;0.0;265.0;0.0;0.0;0.0;0.0;0;265.0;0.0;265.0;536;536.0
2025-12-04T06:28:55.697000+00:00;-0.0;313.0;268.0;0.0;0.0;0.0;313.0;0.0;0.0;0.0;0.0;0;313.0;0.0;313.0;536;536.0
2025-12-04T06:33:55.704000+00:00;-0.0;255.0;268.0;0.0;0.0;0.0;255.0;0.0;0.0;0.0;0.0;0;255.0;0.0;255.0;536;536.0
2025-12-04T06:39:20.723000+00:00;-0.0;253.0;268.0;0.0;0.0;0.0;253.0;0.0;0.0;0.0;0.0;0;253.0;0.0;253.0;536;536.0
2025-12-04T06:44:20.792000+00:00;-0.0;236.0;268.0;0.0;0.0;0.0;236.0;0.0;0.0;0.0;0.0;0;236.0;0.0;236.0;536;536.0
2025-12-04T06:49:45.756000+00:00;-0.0;233.0;268.0;0.0;0.0;0.0;233.0;0.0;0.0;0.0;0.0;0;233.0;0.0;233.0;536;536.0
2025-12-04T06:54:45.699000+00:00;-0.0;231.0;268.0;0.0;0.0;0.0;231.0;0.0;0.0;0.0;0.0;0;231.0;0.0;231.0;536;536.0
2025-12-04T06:59:10.717000+00:00;-0.0;225.0;268.0;0.0;0.0;0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;536;536.0
2025-12-04T07:04:10.694000+00:00;-0.0;215.0;268.0;0.0;0.0;0.0;215.0;0.0;0.0;0.0;0.0;0;215.0;0.0;215.0;536;536.0
2025-12-04T07:09:35.706000+00:00;-0.0;242.0;268.0;0.0;0.0;0.0;242.0;0.0;0.0;0.0;0.0;0;242.0;0.0;242.0;536;536.0
2025-12-04T07:14:38.708000+00:00;-0.0;197.0;268.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;536;536.0
2025-12-04T07:19:04.796000+00:00;-0.0;173.0;268.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;536;536.0
2025-12-04T07:24:04.711000+00:00;-0.0;190.0;268.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;536;536.0
2025-12-04T07:29:29.711000+00:00;-0.0;184.0;268.0;0.0;0.0;0.0;184.0;0.0;0.0;0.0;0.0;0;184.0;0.0;184.0;536;536.0
2025-12-04T07:34:30.725000+00:00;-0.0;2864.0;268.0;0.0;0.0;0.0;2864.0;0.0;0.0;0.0;0.0;0;2864.0;0.0;2864.0;536;536.0
2025-12-04T07:39:56.707000+00:00;-0.0;2946.0;268.0;0.0;0.0;0.0;2946.0;0.0;0.0;0.0;0.0;0;2946.0;0.0;2946.0;536;536.0
2025-12-04T07:44:57.708000+00:00;-0.0;2897.0;268.0;0.0;0.0;0.0;2897.0;0.0;0.0;0.0;0.0;0;2897.0;0.0;2897.0;536;536.0
2025-12-04T07:50:22.717000+00:00;-0.0;359.0;268.0;0.0;0.0;0.0;359.0;0.0;0.0;0.0;0.0;0;359.0;0.0;359.0;536;536.0
2025-12-04T07:54:22.698000+00:00;-0.0;343.0;268.0;0.0;0.0;0.0;343.0;0.0;0.0;0.0;0.0;0;343.0;0.0;343.0;536;536.0
2025-12-04T07:59:47.837000+00:00;-0.0;273.0;268.0;0.0;0.0;0.0;273.0;0.0;0.0;0.0;0.0;0;273.0;0.0;273.0;536;536.0
2025-12-04T08:04:47.777000+00:00;-0.0;273.0;268.0;0.0;5.0;0.0;273.0;5.0;5.0;0.0;0.0;0;268.0;5.0;268.0;536;536.0
2025-12-04T08:04:47.778000+00:00;-0.0;273.0;268.0;0.0;5.0;5.0;278.0;5.0;5.0;0.0;0.0;0;273.0;5.0;273.0;536;536.0
2025-12-04T08:04:47.785000+00:00;-0.0;441.0;268.0;0.0;5.0;5.0;446.0;5.0;5.0;0.0;0.0;0;441.0;5.0;441.0;536;536.0
2025-12-04T08:10:12.910000+00:00;-0.0;441.0;268.0;0.0;10.0;5.0;446.0;10.0;10.0;0.0;0.0;0;436.0;10.0;436.0;536;536.0
2025-12-04T08:10:12.965000+00:00;-0.0;441.0;268.0;0.0;10.0;10.0;451.0;10.0;10.0;0.0;0.0;0;441.0;10.0;441.0;536;536.0
2025-12-04T08:10:12.975000+00:00;-0.0;276.0;268.0;0.0;10.0;10.0;286.0;10.0;10.0;0.0;0.0;0;276.0;10.0;276.0;536;536.0
2025-12-04T08:15:12.690000+00:00;-0.0;276.0;268.0;0.0;14.0;10.0;286.0;14.0;14.0;0.0;0.0;0;272.0;14.0;272.0;536;536.0
2025-12-04T08:15:12.692000+00:00;-0.0;276.0;268.0;0.0;14.0;14.0;290.0;14.0;14.0;0.0;0.0;0;276.0;14.0;276.0;536;536.0
2025-12-04T08:15:12.698000+00:00;-0.0;280.0;268.0;0.0;14.0;14.0;294.0;14.0;14.0;0.0;0.0;0;280.0;14.0;280.0;536;536.0
2025-12-04T08:20:38.853000+00:00;-0.0;284.0;268.0;0.0;14.0;14.0;298.0;14.0;14.0;0.0;0.0;0;284.0;14.0;284.0;536;536.0
2025-12-04T08:24:38.713000+00:00;-0.0;284.0;268.0;0.0;13.0;14.0;298.0;13.0;13.0;0.0;0.0;0;285.0;13.0;285.0;536;536.0
2025-12-04T08:24:38.715000+00:00;-0.0;284.0;268.0;0.0;13.0;13.0;297.0;13.0;13.0;0.0;0.0;0;284.0;13.0;284.0;536;536.0
2025-12-04T08:24:38.720000+00:00;-0.0;269.0;268.0;0.0;13.0;13.0;282.0;13.0;13.0;0.0;0.0;0;269.0;13.0;269.0;536;536.0
2025-12-04T08:29:38.709000+00:00;-0.0;183.0;268.0;0.0;13.0;13.0;196.0;13.0;13.0;0.0;0.0;0;183.0;13.0;183.0;536;536.0
2025-12-04T08:35:04.706000+00:00;-0.0;259.0;268.0;0.0;13.0;13.0;272.0;13.0;13.0;0.0;0.0;0;259.0;13.0;259.0;536;536.0
2025-12-04T08:40:04.705000+00:00;-0.0;259.0;268.0;0.0;26.0;13.0;272.0;26.0;26.0;0.0;0.0;0;246.0;26.0;246.0;536;536.0
2025-12-04T08:40:04.707000+00:00;-0.0;259.0;268.0;0.0;26.0;26.0;285.0;26.0;26.0;0.0;0.0;0;259.0;26.0;259.0;536;536.0
2025-12-04T08:40:04.712000+00:00;-0.0;148.0;268.0;0.0;26.0;26.0;174.0;26.0;26.0;0.0;0.0;0;148.0;26.0;148.0;536;536.0
2025-12-04T08:45:30.707000+00:00;-0.0;148.0;268.0;0.0;37.0;26.0;174.0;37.0;37.0;0.0;0.0;0;137.0;37.0;137.0;536;536.0
2025-12-04T08:45:30.708000+00:00;-0.0;148.0;268.0;0.0;37.0;37.0;185.0;37.0;37.0;0.0;0.0;0;148.0;37.0;148.0;536;536.0
2025-12-04T08:45:30.715000+00:00;-0.0;488.0;268.0;0.0;37.0;37.0;525.0;37.0;37.0;0.0;0.0;0;488.0;37.0;488.0;536;536.0
2025-12-04T08:50:30.700000+00:00;-0.0;488.0;268.0;0.0;48.0;37.0;525.0;48.0;48.0;0.0;0.0;0;477.0;48.0;477.0;536;536.0
2025-12-04T08:50:30.702000+00:00;-0.0;488.0;268.0;0.0;48.0;48.0;536.0;48.0;48.0;0.0;0.0;0;488.0;48.0;488.0;536;536.0
2025-12-04T08:50:30.707000+00:00;-0.0;130.0;268.0;0.0;48.0;48.0;178.0;48.0;48.0;0.0;0.0;0;130.0;48.0;130.0;536;536.0
2025-12-04T08:54:56.698000+00:00;-0.0;130.0;268.0;0.0;44.0;48.0;178.0;44.0;44.0;0.0;0.0;0;134.0;44.0;134.0;536;536.0
2025-12-04T08:54:56.700000+00:00;-0.0;130.0;268.0;0.0;44.0;44.0;174.0;44.0;44.0;0.0;0.0;0;130.0;44.0;130.0;536;536.0
2025-12-04T08:54:56.707000+00:00;-0.0;201.0;268.0;0.0;44.0;44.0;245.0;44.0;44.0;0.0;0.0;0;201.0;44.0;201.0;536;536.0
2025-12-04T08:59:56.733000+00:00;-0.0;201.0;268.0;0.0;46.0;44.0;245.0;46.0;46.0;0.0;0.0;0;199.0;46.0;199.0;536;536.0
2025-12-04T08:59:56.734000+00:00;-0.0;201.0;268.0;0.0;46.0;46.0;247.0;46.0;46.0;0.0;0.0;0;201.0;46.0;201.0;536;536.0
2025-12-04T08:59:56.741000+00:00;-0.0;260.0;268.0;0.0;46.0;46.0;306.0;46.0;46.0;0.0;0.0;0;260.0;46.0;260.0;536;536.0
2025-12-04T09:05:21.866000+00:00;-0.0;260.0;268.0;0.0;32.0;46.0;306.0;32.0;32.0;0.0;0.0;0;274.0;32.0;274.0;536;536.0
2025-12-04T09:05:21.867000+00:00;-0.0;260.0;268.0;0.0;32.0;32.0;292.0;32.0;32.0;0.0;0.0;0;260.0;32.0;260.0;536;536.0
2025-12-04T09:05:21.874000+00:00;-0.0;193.0;268.0;0.0;32.0;32.0;225.0;32.0;32.0;0.0;0.0;0;193.0;32.0;193.0;536;536.0
2025-12-04T09:10:21.702000+00:00;-0.0;291.0;268.0;0.0;32.0;32.0;323.0;32.0;32.0;0.0;0.0;0;291.0;32.0;291.0;536;536.0
2025-12-04T09:14:46.697000+00:00;-0.0;291.0;268.0;0.0;36.0;32.0;323.0;36.0;36.0;0.0;0.0;0;287.0;36.0;287.0;536;536.0
2025-12-04T09:14:46.699000+00:00;-0.0;291.0;268.0;0.0;36.0;36.0;327.0;36.0;36.0;0.0;0.0;0;291.0;36.0;291.0;536;536.0
2025-12-04T09:14:46.705000+00:00;-0.0;516.0;268.0;0.0;36.0;36.0;552.0;36.0;36.0;0.0;0.0;0;516.0;36.0;516.0;536;536.0
2025-12-04T09:20:46.716000+00:00;-0.0;516.0;268.0;0.0;43.0;36.0;552.0;43.0;43.0;0.0;0.0;0;509.0;43.0;509.0;536;536.0
2025-12-04T09:20:46.718000+00:00;-0.0;516.0;268.0;0.0;43.0;43.0;559.0;43.0;43.0;0.0;0.0;0;516.0;43.0;516.0;536;536.0
2025-12-04T09:20:46.725000+00:00;-0.0;327.0;268.0;0.0;43.0;43.0;370.0;43.0;43.0;0.0;0.0;0;327.0;43.0;327.0;536;536.0
2025-12-04T09:25:12.702000+00:00;-0.0;327.0;268.0;0.0;54.0;43.0;370.0;54.0;54.0;0.0;0.0;0;316.0;54.0;316.0;536;536.0
2025-12-04T09:25:12.703000+00:00;-0.0;327.0;268.0;0.0;54.0;54.0;381.0;54.0;54.0;0.0;0.0;0;327.0;54.0;327.0;536;536.0
2025-12-04T09:25:12.710000+00:00;-0.0;497.0;268.0;0.0;54.0;54.0;551.0;54.0;54.0;0.0;0.0;0;497.0;54.0;497.0;536;536.0
2025-12-04T09:26:12.710000+00:00;-0.0;497.0;268.0;0.0;51.0;54.0;551.0;51.0;51.0;0.0;0.0;0;500.0;51.0;500.0;536;536.0
2025-12-04T09:26:12.712000+00:00;-0.0;497.0;268.0;0.0;51.0;51.0;548.0;51.0;51.0;0.0;0.0;0;497.0;51.0;497.0;536;536.0
2025-12-04T09:26:12.717000+00:00;-0.0;182.0;268.0;0.0;51.0;51.0;233.0;51.0;51.0;0.0;0.0;0;182.0;51.0;182.0;536;536.0
2025-12-04T09:27:12.744000+00:00;-0.0;182.0;268.0;0.0;50.0;51.0;233.0;50.0;50.0;0.0;0.0;0;183.0;50.0;183.0;536;536.0
2025-12-04T09:27:12.746000+00:00;-0.0;182.0;268.0;0.0;50.0;50.0;232.0;50.0;50.0;0.0;0.0;0;182.0;50.0;182.0;536;536.0
2025-12-04T09:27:12.752000+00:00;-0.0;170.0;268.0;0.0;50.0;50.0;220.0;50.0;50.0;0.0;0.0;0;170.0;50.0;170.0;536;536.0
2025-12-04T09:28:12.783000+00:00;-0.0;170.0;268.0;0.0;49.0;50.0;220.0;49.0;49.0;0.0;0.0;0;171.0;49.0;171.0;536;536.0
2025-12-04T09:28:12.785000+00:00;-0.0;170.0;268.0;0.0;49.0;49.0;219.0;49.0;49.0;0.0;0.0;0;170.0;49.0;170.0;536;536.0
2025-12-04T09:29:12.708000+00:00;-0.0;171.0;268.0;0.0;49.0;49.0;220.0;49.0;49.0;0.0;0.0;0;171.0;49.0;171.0;536;536.0
2025-12-04T09:30:12.717000+00:00;-0.0;168.0;268.0;0.0;49.0;49.0;217.0;49.0;49.0;0.0;0.0;0;168.0;49.0;168.0;536;536.0
